Age,Age_Group,Gender,Country,City,Membership_Years,Membership_Length,Login_Frequency,Login_Levels,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Discount_Usage_Tiers,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Lifetime_Value_Levels,Credit_Balance,Churned,Signup_Quarter
48,"Established (45-54)",Female,USA,Phoenix,3.5,"3-6 years",7,"Low Activity",17.5,8.0,62.7,3,6,199.31,8,11.60,"Low Discount Usage",12.20,15.8,7,4,31.7,11.3,1,1033.27,"Core Value",1215,0,"Q2"
37,"Middle Age (35-44)",Male,USA,"Los Angeles",4.0,"3-6 years",33,"Top User",54.3,15.2,51.3,NULL,26,160.56,2,11.60,"Low Discount Usage",12.20,41.3,2,5,68.7,30.3,3,4415.32,"High Value",809,0,"Q2"
47,"Established (45-54)",Male,UK,Leeds,6.9,"6+ years",16,"Moderate Activity",41.8,13.4,50.9,8,20,291.28,4,11.30,"Low Discount Usage",12.20,47.9,3,6,NULL,28.3,3,6180.31,"Top Customer",3638,0,"Q1"
21,"Young Adults (18-24)",Male,USA,Phoenix,0.4,"< 1 year",13,"Moderate Activity",30.6,11.3,51.6,5,16,165.06,9,11.28,"Low Discount Usage",12.20,16.8,7,2,9.7,33.5,1,1933.98,"Core Value",NULL,1,"Q4"
50,"Established (45-54)",Male,Canada,Toronto,2.3,"1-3 years",16,"Moderate Activity",39.4,NULL,37.4,7,12,128.75,0,10.90,"Low Discount Usage",12.20,25.9,10,4,42.1,23.0,NULL,1843.40,"Core Value",NULL,0,"Q3"
31,"Early Career (25-34)",Male,USA,Phoenix,4.2,"3-6 years",10,"Low Activity",29.3,10.6,61.8,NULL,13,88.75,10,10.80,"Low Discount Usage",12.20,11.9,6,2,49.7,21.9,1,1122.33,"Core Value",4078,0,"Q2"
18,"Young Adults (18-24)",Male,USA,"Los Angeles",2.3,"1-3 years",10,"Low Activity",11.5,4.1,70.8,4,6,107.94,17,10.20,"Low Discount Usage",12.20,3.5,7,NULL,25.5,12.8,3,561.40,"Emerging Value",1808,1,"Q3"
24,"Young Adults (18-24)",Male,Germany,Cologne,0.8,"< 1 year",NULL,Inactive,5.2,3.0,75.5,0,5,117.10,28,9.60,"Low Discount Usage",12.20,3.3,4,0,0.0,2.0,4,642.15,"Emerging Value",278,1,"Q1"
NULL,Unknown,Male,Canada,Calgary,3.8,"3-6 years",15,"Moderate Activity",42.1,14.3,33.9,10,18,78.74,25,9.50,"Low Discount Usage",12.20,19.2,1,6,40.2,29.9,1,1423.38,"Core Value",2502,0,"Q2"
48,"Established (45-54)",Female,France,Marseille,1.1,"1-3 years",9,"Low Activity",29.6,6.7,58.4,9,14,77.73,2,9.00,"Low Discount Usage",12.20,25.3,7,3,NULL,30.3,3,1007.00,"Core Value",1611,0,"Q3"
42,"Middle Age (35-44)",Female,Germany,Cologne,4.3,"3-6 years",16,"Moderate Activity",20.5,6.7,54.0,4,14,110.86,33,7.60,"Low Discount Usage",12.20,12.9,4,0,NULL,7.9,1,1815.72,"Core Value",3217,0,"Q2"
NULL,Unknown,Male,USA,"New York",6.7,"6+ years",NULL,Inactive,20.0,5.8,76.8,2,11,71.01,105,7.10,"Low Discount Usage",12.20,24.3,6,3,19.4,7.6,3,750.60,"Emerging Value",261,1,"Q1"
26,"Early Career (25-34)",Male,Canada,Ottawa,0.8,"< 1 year",7,"Low Activity",12.9,6.2,77.9,2,6,73.91,7,6.60,"Low Discount Usage",12.20,15.6,4,3,0.0,13.5,2,435.93,"Emerging Value",1467,0,"Q3"
37,"Middle Age (35-44)",Male,Japan,Kyoto,2.0,"1-3 years",30,"Top User",33.0,10.1,52.2,3,15,59.13,9,6.50,"Low Discount Usage",12.20,33.9,4,5,62.7,25.7,1,945.91,"Emerging Value",NULL,0,"Q2"
18,"Young Adults (18-24)",Female,UK,Manchester,6.0,"3-6 years",22,"Moderate Activity",44.2,13.3,41.1,8,21,161.38,75,3.40,"Low Discount Usage",12.20,56.1,3,8,55.9,34.4,1,4037.36,"High Value",3991,1,"Q3"
54,"Established (45-54)",Male,Australia,Melbourne,3.3,"3-6 years",26,"Top User",39.6,16.6,23.8,8,26,68.38,0,2.50,"Low Discount Usage",12.20,35.8,3,4,86.7,41.3,NULL,1606.59,"Core Value",3983,0,"Q3"
49,"Established (45-54)",Male,UK,Leeds,2.4,"1-3 years",1,"Very Low Activity",NULL,5.9,68.3,2,5,284.20,41,NULL,Unknown,12.20,15.4,8,2,28.1,11.2,3,1193.57,"Core Value",610,0,"Q2"
19,"Young Adults (18-24)",Male,Australia,Adelaide,5.1,"3-6 years",16,"Moderate Activity",29.1,15.1,44.8,6,18,228.77,25,NULL,Unknown,12.20,57.8,4,NULL,38.1,29.5,3,4682.98,"High Value",1684,0,"Q3"
39,"Middle Age (35-44)",Female,USA,Phoenix,0.9,"< 1 year",14,"Moderate Activity",22.0,6.2,65.5,1,10,190.54,NULL,NULL,Unknown,12.20,0.0,5,1,17.7,14.3,3,1706.51,"Core Value",1505,0,"Q2"
40,"Middle Age (35-44)",Male,Australia,Melbourne,1.4,"1-3 years",19,"Moderate Activity",33.5,7.3,43.7,8,14,150.71,48,NULL,Unknown,12.20,56.1,3,5,NULL,20.9,2,2099.45,"Core Value",0,0,"Q3"
47,"Established (45-54)",Male,Germany,Frankfurt,0.9,"< 1 year",6,"Low Activity",18.1,5.7,74.2,2,8,124.69,24,NULL,Unknown,12.20,10.4,11,NULL,26.4,14.6,2,1072.22,"Core Value",2025,0,"Q3"
30,"Early Career (25-34)",Male,Germany,Berlin,2.8,"1-3 years",14,"Moderate Activity",8.7,9.8,89.0,NULL,7,123.48,1,NULL,Unknown,12.20,15.4,9,0,6.4,12.0,1,745.22,"Emerging Value",2830,0,"Q2"
NULL,Unknown,Female,USA,Phoenix,2.7,"1-3 years",8,"Low Activity",20.2,6.6,57.0,4,18,98.09,2,NULL,Unknown,12.20,NULL,6,4,13.3,8.4,1,1607.28,"Core Value",1356,0,"Q3"
44,"Middle Age (35-44)",Male,Canada,Toronto,1.1,"1-3 years",10,"Low Activity",21.6,6.0,74.5,0,7,91.84,42,NULL,Unknown,12.20,2.9,6,3,NULL,11.0,3,621.97,"Emerging Value",NULL,1,"Q4"
67,"Seniors (65+)",Female,UK,Birmingham,2.6,"1-3 years",20,"Moderate Activity",29.5,11.4,36.6,NULL,16,90.34,121,NULL,Unknown,12.20,35.5,5,7,27.4,28.8,4,1290.84,"Core Value",2707,0,"Q2"
18,"Young Adults (18-24)",Male,Australia,Brisbane,1.4,"1-3 years",14,"Moderate Activity",13.6,8.9,74.1,1,21,88.06,17,NULL,Unknown,12.20,30.4,4,3,20.3,8.2,4,1546.07,"Core Value",69,0,"Q1"
38,"Middle Age (35-44)",Female,USA,Houston,2.5,"1-3 years",18,"Moderate Activity",34.4,12.7,45.7,5,19,241.20,13,NULL,Unknown,12.10,28.1,8,3,45.6,25.2,1,3184.95,"High Value",798,1,"Q4"
34,"Early Career (25-34)",Female,USA,"New York",3.4,"3-6 years",17,"Moderate Activity",44.3,13.7,35.1,7,18,105.15,24,94.44,"Deal Dependent",12.10,30.6,5,7,28.8,22.5,5,1760.29,"Core Value",3303,0,"Q4"
41,"Middle Age (35-44)",Female,Australia,Sydney,7.2,"6+ years",18,"Moderate Activity",46.3,11.7,47.0,9,17,91.55,10,85.30,"Deal Dependent",12.10,35.5,5,3,59.6,33.3,1,1670.44,"Core Value",4548,0,"Q1"
47,"Established (45-54)",Female,India,Chennai,4.5,"3-6 years",9,"Low Activity",18.5,5.8,60.3,1,9,76.70,8,83.50,"Deal Dependent",12.10,13.5,5,2,7.8,1.4,2,683.57,"Emerging Value",0,0,"Q1"
37,"Middle Age (35-44)",Female,USA,Phoenix,1.4,"1-3 years",10,"Low Activity",18.5,10.3,76.4,0,8,81.45,5,82.90,"Deal Dependent",12.10,2.8,6,1,3.7,7.3,2,673.88,"Emerging Value",NULL,1,"Q3"
33,"Early Career (25-34)",Male,USA,Chicago,3.9,"3-6 years",1,"Very Low Activity",14.2,2.3,79.4,0,6,166.88,4,77.88,"High Discount Usage",12.10,NULL,5,0,0.2,10.3,1,760.09,"Emerging Value",1536,1,"Q4"
55,"Pre-Retirement (55-64)",Female,USA,Chicago,1.1,"1-3 years",7,"Low Activity",22.0,7.3,54.1,6,9,104.15,8,77.70,"High Discount Usage",12.10,8.9,8,1,18.9,15.9,4,1019.09,"Core Value",840,0,"Q3"
48,"Established (45-54)",Female,Germany,Hamburg,5.2,"3-6 years",15,"Moderate Activity",34.6,12.9,37.9,6,17,98.83,NULL,77.70,"High Discount Usage",12.10,29.9,4,4,48.8,37.3,3,1876.23,"Core Value",NULL,0,"Q2"
44,"Middle Age (35-44)",Male,USA,"New York",2.4,"1-3 years",2,"Very Low Activity",20.0,6.0,87.5,1,10,131.61,16,74.28,"High Discount Usage",12.10,1.0,13,2,21.6,2.3,2,1184.35,"Core Value",2690,1,"Q4"
43,"Middle Age (35-44)",Male,UK,Birmingham,2.9,"1-3 years",16,"Moderate Activity",24.3,8.5,49.5,8,18,94.91,25,69.60,"High Discount Usage",12.10,23.8,7,2,10.4,14.8,NULL,1065.84,"Core Value",1049,0,"Q4"
18,"Young Adults (18-24)",Female,Germany,Berlin,3.5,"3-6 years",3,"Very Low Activity",26.8,4.0,72.0,2,12,145.11,NULL,68.90,"High Discount Usage",12.10,20.3,8,1,NULL,5.7,2,1555.20,"Core Value",1298,1,"Q1"
29,"Early Career (25-34)",Male,Canada,Toronto,3.7,"3-6 years",4,"Low Activity",31.1,8.3,58.8,9,16,137.60,5,68.00,"High Discount Usage",12.10,26.6,7,3,37.7,20.0,2,1994.73,"Core Value",2500,1,"Q1"
67,"Seniors (65+)",Female,Australia,Sydney,4.9,"3-6 years",1,"Very Low Activity",17.0,3.6,55.7,2,5,101.72,29,67.92,"High Discount Usage",12.10,2.1,4,0,4.3,17.0,3,422.82,"Emerging Value",1975,0,"Q4"
50,"Established (45-54)",Female,UK,London,0.9,"< 1 year",12,"Moderate Activity",18.1,5.6,74.3,3,9,41.21,38,67.90,"High Discount Usage",12.10,2.5,7,NULL,12.8,9.0,NULL,444.97,"Emerging Value",3028,1,"Q2"
25,"Early Career (25-34)",Male,Australia,Brisbane,2.5,"1-3 years",16,"Moderate Activity",39.0,13.7,47.5,5,15,103.04,12,67.10,"High Discount Usage",12.10,49.2,2,4,46.7,NULL,1,1576.73,"Core Value",NULL,0,"Q2"
18,"Young Adults (18-24)",Male,France,Lyon,4.0,"3-6 years",10,"Low Activity",19.0,7.2,88.3,2,6,70.73,8,66.10,"High Discount Usage",12.10,6.0,6,3,19.4,8.9,2,346.87,"Emerging Value",609,0,"Q1"
23,"Young Adults (18-24)",Female,USA,Houston,0.1,"< 1 year",18,"Moderate Activity",30.8,NULL,57.9,6,14,132.30,NULL,65.70,"High Discount Usage",12.10,12.9,4,5,20.8,30.0,3,2151.92,"Core Value",2987,0,"Q2"
33,"Early Career (25-34)",Female,USA,"New York",4.6,"3-6 years",7,"Low Activity",22.1,9.3,71.6,1,9,68.00,NULL,64.80,"High Discount Usage",12.10,8.3,4,2,4.0,19.1,1,584.29,"Emerging Value",510,1,"Q1"
44,"Middle Age (35-44)",Female,USA,Houston,2.3,"1-3 years",11,"Moderate Activity",27.3,6.7,58.4,3,9,168.22,33,64.70,"High Discount Usage",12.10,18.6,8,3,43.4,21.4,1,1483.27,"Core Value",1250,0,"Q2"
38,"Middle Age (35-44)",Male,Germany,Munich,4.4,"3-6 years",10,"Low Activity",41.9,13.8,62.4,2,17,57.93,48,64.30,"High Discount Usage",12.10,46.2,4,NULL,63.6,15.3,2,997.76,"Emerging Value",2236,0,"Q3"
NULL,Unknown,Male,USA,Chicago,0.7,"< 1 year",25,"Moderate Activity",29.3,13.5,52.9,4,16,111.40,16,64.20,"High Discount Usage",12.10,12.6,6,4,12.3,20.2,1,1446.14,"Core Value",3470,0,"Q1"
18,"Young Adults (18-24)",Female,France,Lyon,2.2,"1-3 years",8,"Low Activity",34.6,9.7,77.7,5,20,130.44,9,63.12,"High Discount Usage",12.10,31.2,8,1,31.6,26.0,3,2174.58,"Core Value",1724,1,"Q4"
44,"Middle Age (35-44)",Female,Australia,Perth,1.4,"1-3 years",6,"Low Activity",17.1,6.7,69.8,3,15,132.02,36,62.90,"High Discount Usage",12.10,33.2,6,NULL,13.9,12.7,1,1988.35,"Core Value",287,1,"Q3"
47,"Established (45-54)",Male,USA,Houston,3.3,"3-6 years",8,"Low Activity",21.2,9.6,57.7,3,8,186.62,14,62.30,"High Discount Usage",12.10,15.3,6,3,30.0,NULL,1,1736.23,"Core Value",2767,0,"Q2"
27,"Early Career (25-34)",Female,USA,Houston,4.3,"3-6 years",21,"Moderate Activity",21.8,9.3,66.1,9,16,93.68,0,61.92,"High Discount Usage",12.10,28.4,5,5,32.8,14.8,4,1110.08,"Core Value",143,0,"Q4"
50,"Established (45-54)",Female,Canada,Montreal,1.9,"1-3 years",2,"Very Low Activity",20.3,4.5,64.7,0,5,84.40,102,61.90,"High Discount Usage",12.10,19.5,4,3,5.9,3.8,4,461.59,"Emerging Value",1249,1,"Q1"
42,"Middle Age (35-44)",Female,UK,Glasgow,8.8,"6+ years",NULL,Inactive,6.9,3.9,72.5,1,3,147.79,5,61.32,"High Discount Usage",12.10,1.7,15,NULL,0.0,9.3,1,406.33,"Emerging Value",0,1,"Q4"
57,"Pre-Retirement (55-64)",Female,France,Paris,10.0,"6+ years",4,"Low Activity",31.6,10.7,63.6,4,11,173.71,14,60.30,"High Discount Usage",12.10,16.0,NULL,1,11.5,22.1,3,1895.94,"Core Value",842,0,"Q2"
43,"Middle Age (35-44)",Female,Germany,Berlin,3.6,"3-6 years",8,"Low Activity",NULL,7.0,75.9,NULL,12,46.68,17,59.70,"High Discount Usage",12.10,12.3,8,5,1.6,NULL,2,556.78,"Emerging Value",1074,0,"Q2"
44,"Middle Age (35-44)",Male,USA,"New York",3.8,"3-6 years",14,"Moderate Activity",30.2,7.3,41.1,5,16,106.95,76,59.28,"High Discount Usage",12.10,34.8,12,1,NULL,22.2,4,1662.27,"Core Value",5615,0,"Q4"
34,"Early Career (25-34)",Male,UK,Glasgow,1.2,"1-3 years",19,"Moderate Activity",30.5,13.2,47.2,13,19,162.17,15,59.00,"High Discount Usage",12.10,28.3,5,2,40.7,27.7,3,2514.58,"High Value",2848,0,"Q2"
42,"Middle Age (35-44)",Female,Canada,Vancouver,0.6,"< 1 year",13,"Moderate Activity",40.5,12.5,42.9,NULL,19,106.24,7,57.80,"High Discount Usage",12.10,25.3,6,3,70.5,26.7,3,1702.92,"Core Value",3090,0,"Q3"
18,"Young Adults (18-24)",Male,Australia,Perth,2.8,"1-3 years",9,"Low Activity",28.5,7.9,72.2,9,8,83.43,1,57.80,"High Discount Usage",12.10,35.3,3,3,19.8,17.5,2,720.73,"Emerging Value",3016,0,"Q2"
37,"Middle Age (35-44)",Female,USA,Chicago,2.4,"1-3 years",5,"Low Activity",24.7,6.5,56.3,3,10,134.84,NULL,57.60,"High Discount Usage",12.10,23.0,4,5,43.5,15.1,3,1184.22,"Core Value",724,0,"Q3"
37,"Middle Age (35-44)",Female,USA,"New York",1.8,"1-3 years",19,"Moderate Activity",47.1,12.6,51.9,6,23,174.13,63,55.32,"High Discount Usage",12.10,34.2,8,4,62.2,31.3,1,3671.93,"High Value",1899,1,"Q4"
40,"Middle Age (35-44)",Female,UK,Birmingham,1.1,"1-3 years",12,"Moderate Activity",29.1,8.4,70.9,4,10,119.98,10,55.30,"High Discount Usage",12.10,44.5,11,2,27.7,NULL,3,972.55,"Emerging Value",2259,0,"Q2"
33,"Early Career (25-34)",Male,USA,"Los Angeles",1.8,"1-3 years",8,"Low Activity",27.3,11.7,40.1,3,12,74.91,NULL,54.90,"High Discount Usage",12.10,35.9,5,4,39.6,NULL,3,1026.73,"Core Value",347,0,"Q2"
43,"Middle Age (35-44)",Male,Australia,Adelaide,5.3,"3-6 years",2,"Very Low Activity",NULL,8.3,68.4,5,11,104.53,171,52.92,"High Discount Usage",12.10,18.9,5,1,17.7,22.4,2,944.42,"Emerging Value",1774,1,"Q4"
30,"Early Career (25-34)",Female,Germany,Frankfurt,0.8,"< 1 year",16,"Moderate Activity",37.5,13.9,38.7,10,28,140.08,0,52.90,"High Discount Usage",12.10,50.1,2,9,62.4,31.7,NULL,4684.15,"High Value",2616,1,"Q3"
31,"Early Career (25-34)",Female,Australia,Sydney,8.7,"6+ years",17,"Moderate Activity",39.0,12.5,52.2,NULL,23,104.18,6,52.80,"High Discount Usage",12.10,23.8,5,5,37.3,36.1,3,2351.10,"Core Value",3642,0,"Q1"
38,"Middle Age (35-44)",Male,Japan,Kyoto,1.1,"1-3 years",NULL,Inactive,19.7,5.4,62.5,NULL,9,133.45,5,52.20,"High Discount Usage",12.10,NULL,6,3,60.2,25.3,5,1026.27,"Core Value",1940,0,"Q2"
21,"Young Adults (18-24)",Male,India,Hyderabad,3.3,"3-6 years",5,"Low Activity",NULL,8.6,76.7,2,13,74.04,105,52.00,"High Discount Usage",12.10,10.1,5,2,43.5,12.0,3,982.13,"Emerging Value",2390,1,"Q2"
53,"Established (45-54)",Female,Germany,Berlin,2.5,"1-3 years",24,"Moderate Activity",26.3,12.2,45.2,NULL,22,195.19,4,51.84,"High Discount Usage",12.10,29.4,1,6,31.4,26.2,3,3093.33,"High Value",2713,0,"Q4"
19,"Young Adults (18-24)",Female,Canada,Ottawa,4.4,"3-6 years",22,"Moderate Activity",38.0,12.8,45.4,11,19,105.79,24,51.70,"High Discount Usage",12.10,31.5,6,8,NULL,36.3,1,1955.56,"Core Value",3074,1,"Q1"
46,"Established (45-54)",Female,Canada,Toronto,1.7,"1-3 years",26,"Top User",38.4,NULL,48.4,5,16,107.79,108,51.60,"High Discount Usage",12.10,18.6,8,3,28.9,20.3,2,1871.32,"Core Value",1467,0,"Q2"
35,"Middle Age (35-44)",Male,USA,Chicago,2.6,"1-3 years",17,"Moderate Activity",21.8,6.8,69.7,5,10,87.50,4,51.00,"High Discount Usage",12.10,24.5,7,8,12.5,9.2,5,744.26,"Emerging Value",1525,0,"Q4"
20,"Young Adults (18-24)",Other,Japan,Osaka,2.9,"1-3 years",10,"Low Activity",14.7,8.0,64.1,NULL,6,96.58,17,49.10,"Moderate Discount Usage",12.10,20.1,7,2,0.0,12.4,4,472.68,"Emerging Value",2389,0,"Q2"
49,"Established (45-54)",Female,Germany,Frankfurt,3.5,"3-6 years",17,"Moderate Activity",32.5,10.0,55.5,3,12,148.93,62,48.90,"Moderate Discount Usage",12.10,9.0,5,6,51.6,31.9,3,1563.88,"Core Value",2747,0,"Q1"
28,"Early Career (25-34)",Female,USA,"Los Angeles",3.9,"3-6 years",8,"Low Activity",8.7,4.5,77.7,1,21,76.53,71,46.20,"Moderate Discount Usage",12.10,9.6,12,NULL,0.0,8.5,2,1873.66,"Core Value",1949,1,"Q3"
55,"Pre-Retirement (55-64)",Male,USA,Houston,2.0,"1-3 years",13,"Moderate Activity",27.2,10.0,54.0,3,17,113.69,69,46.00,"Moderate Discount Usage",12.10,20.3,7,5,18.7,23.0,3,1668.65,"Core Value",2960,0,"Q2"
35,"Middle Age (35-44)",Male,USA,"Los Angeles",3.0,"1-3 years",11,"Moderate Activity",29.1,7.2,56.0,6,14,138.30,9,44.10,"Moderate Discount Usage",12.10,0.0,13,5,19.9,16.4,1,1778.74,"Core Value",NULL,0,"Q1"
38,"Middle Age (35-44)",Male,USA,Phoenix,2.6,"1-3 years",9,"Low Activity",21.2,NULL,56.1,2,10,163.71,45,43.90,"Moderate Discount Usage",12.10,5.6,2,3,0.0,25.0,1,1434.81,"Core Value",2193,0,"Q1"
61,"Pre-Retirement (55-64)",Female,India,Mumbai,7.2,"6+ years",20,"Moderate Activity",34.3,14.6,15.8,3,13,143.80,38,43.70,"Moderate Discount Usage",12.10,37.0,1,2,45.5,22.7,2,1604.44,"Core Value",1697,1,"Q2"
44,"Middle Age (35-44)",Male,UK,Manchester,1.5,"1-3 years",14,"Moderate Activity",28.0,8.2,63.8,6,8,87.31,23,43.20,"Moderate Discount Usage",12.10,22.4,6,1,22.9,27.9,2,745.13,"Emerging Value",2359,0,"Q1"
26,"Early Career (25-34)",Male,Australia,Melbourne,5.6,"3-6 years",9,"Low Activity",15.2,4.6,74.9,1,6,174.13,80,42.96,"Moderate Discount Usage",12.10,NULL,6,2,3.1,7.2,2,969.85,"Emerging Value",NULL,1,"Q4"
47,"Established (45-54)",Female,UK,Glasgow,1.3,"1-3 years",13,"Moderate Activity",30.2,4.4,63.1,4,11,71.80,41,42.70,"Moderate Discount Usage",12.10,3.0,3,NULL,42.5,19.5,2,748.82,"Emerging Value",2306,0,"Q1"
35,"Middle Age (35-44)",Male,UK,London,2.3,"1-3 years",10,"Low Activity",NULL,3.8,88.1,1,6,105.60,3,42.30,"Moderate Discount Usage",12.10,4.3,2,0,3.1,6.6,4,661.59,"Emerging Value",0,1,"Q3"
37,"Middle Age (35-44)",Male,UK,Glasgow,3.9,"3-6 years",6,"Low Activity",12.8,1.8,49.1,0,6,75.79,22,42.30,"Moderate Discount Usage",12.10,20.5,9,1,NULL,12.8,2,415.70,"Emerging Value",0,0,"Q3"
48,"Established (45-54)",Male,Canada,Vancouver,1.1,"1-3 years",11,"Moderate Activity",23.4,5.8,67.7,5,5,86.58,26,42.10,"Moderate Discount Usage",12.10,0.0,8,3,6.6,NULL,2,442.58,"Emerging Value",2866,0,"Q2"
18,"Young Adults (18-24)",Female,Germany,Berlin,0.6,"< 1 year",14,"Moderate Activity",36.8,9.4,61.2,3,11,72.02,11,40.80,"Moderate Discount Usage",12.10,27.3,6,1,62.0,18.0,3,649.91,"Emerging Value",911,0,"Q1"
61,"Pre-Retirement (55-64)",Female,Canada,Toronto,2.3,"1-3 years",9,"Low Activity",32.1,12.1,51.5,NULL,16,61.19,NULL,40.80,"Moderate Discount Usage",12.10,NULL,3,1,64.1,NULL,1,1103.40,"Core Value",2634,0,"Q2"
56,"Pre-Retirement (55-64)",Male,UK,Leeds,3.9,"3-6 years",4,"Low Activity",23.0,7.8,57.7,1,10,105.60,106,40.60,"Moderate Discount Usage",12.10,12.0,6,2,23.7,12.2,2,1009.62,"Core Value",228,1,"Q1"
37,"Middle Age (35-44)",Male,Canada,Toronto,3.6,"3-6 years",20,"Moderate Activity",43.9,16.8,23.7,NULL,21,149.22,NULL,40.20,"Moderate Discount Usage",12.10,30.0,3,8,53.0,32.8,3,3066.44,"High Value",3186,0,"Q1"
34,"Early Career (25-34)",Female,Australia,Brisbane,4.6,"3-6 years",26,"Top User",45.3,15.9,25.3,9,27,101.96,28,39.96,"Moderate Discount Usage",12.10,35.9,0,8,54.9,38.4,2,1976.04,"Core Value",2228,1,"Q4"
49,"Established (45-54)",Female,UK,London,4.6,"3-6 years",18,"Moderate Activity",41.2,12.5,20.2,10,20,49.24,NULL,39.60,"Moderate Discount Usage",12.10,31.3,2,4,15.0,30.5,2,803.75,"Emerging Value",4305,0,"Q4"
44,"Middle Age (35-44)",Female,UK,Leeds,4.4,"3-6 years",9,"Low Activity",NULL,6.3,67.7,0,2,236.32,30,39.20,"Moderate Discount Usage",12.10,0.0,4,NULL,NULL,13.5,NULL,516.16,"Emerging Value",1139,1,"Q2"
38,"Middle Age (35-44)",Female,USA,Phoenix,1.8,"1-3 years",24,"Moderate Activity",51.5,17.4,24.3,9,25,221.26,15,39.00,"Moderate Discount Usage",12.10,44.9,2,4,92.5,36.7,2,5016.74,"Top Customer",4925,0,"Q2"
53,"Established (45-54)",Female,France,Marseille,6.5,"6+ years",11,"Moderate Activity",20.5,5.8,76.2,1,5,132.06,14,38.90,"Moderate Discount Usage",12.10,5.0,6,2,0.0,21.3,5,569.85,"Emerging Value",2243,1,"Q3"
46,"Established (45-54)",Female,USA,"New York",10.0,"6+ years",19,"Moderate Activity",18.5,4.9,58.9,2,9,87.24,22,38.76,"Moderate Discount Usage",12.10,20.7,8,2,2.1,20.4,NULL,689.14,"Emerging Value",NULL,0,"Q4"
31,"Early Career (25-34)",Male,India,Delhi,2.7,"1-3 years",3,"Very Low Activity",21.8,5.1,81.0,2,12,83.18,98,37.40,"Moderate Discount Usage",12.10,34.7,12,0,NULL,4.7,2,822.96,"Emerging Value",83,0,"Q3"
30,"Early Career (25-34)",Male,USA,"New York",2.9,"1-3 years",NULL,Inactive,31.4,8.0,43.7,4,8,72.76,5,36.50,"Moderate Discount Usage",12.10,13.6,4,4,0.0,13.6,4,614.95,"Emerging Value",1583,0,"Q2"
18,"Young Adults (18-24)",Female,India,Chennai,4.6,"3-6 years",13,"Moderate Activity",16.0,6.4,82.4,1,11,125.00,24,36.36,"Moderate Discount Usage",12.10,0.0,5,NULL,2.6,6.8,3,1156.07,"Core Value",409,1,"Q4"
32,"Early Career (25-34)",Female,UK,Leeds,5.4,"3-6 years",9,"Low Activity",13.3,3.4,78.3,1,4,95.93,96,36.10,"Moderate Discount Usage",12.10,15.2,3,0,21.3,8.7,4,442.58,"Emerging Value",2308,1,"Q1"
27,"Early Career (25-34)",Female,Australia,Perth,3.3,"3-6 years",23,"Moderate Activity",46.4,13.1,42.7,9,17,203.03,5,35.70,"Moderate Discount Usage",12.10,58.6,3,7,42.2,37.9,2,3303.95,"High Value",2976,0,"Q1"
57,"Pre-Retirement (55-64)",Female,France,Toulouse,4.8,"3-6 years",18,"Moderate Activity",36.4,NULL,59.6,3,22,61.04,2,35.60,"Moderate Discount Usage",12.10,32.0,5,1,43.2,22.8,1,1124.14,"Core Value",2897,0,"Q3"
39,"Middle Age (35-44)",Female,USA,"Los Angeles",1.7,"1-3 years",11,"Moderate Activity",NULL,8.0,63.3,5,15,85.52,7,35.10,"Moderate Discount Usage",12.10,19.7,2,3,28.7,24.1,NULL,1375.72,"Core Value",NULL,0,"Q2"
35,"Middle Age (35-44)",Female,USA,Chicago,1.9,"1-3 years",10,"Low Activity",28.1,7.5,33.5,5,11,126.32,34,34.80,"Moderate Discount Usage",12.10,13.2,10,0,23.0,21.3,4,1331.15,"Core Value",0,0,"Q4"
47,"Established (45-54)",Female,USA,Phoenix,2.2,"1-3 years",7,"Low Activity",24.7,8.2,61.9,4,11,206.80,49,34.30,"Moderate Discount Usage",12.10,5.5,0,1,49.8,18.9,2,1919.76,"Core Value",1009,0,"Q1"
42,"Middle Age (35-44)",Male,Germany,Munich,0.8,"< 1 year",29,"Top User",43.3,14.7,31.0,14,19,55.48,37,34.30,"Moderate Discount Usage",12.10,35.4,3,4,29.9,33.4,4,1174.84,"Core Value",3065,0,"Q2"
46,"Established (45-54)",Female,USA,Chicago,3.2,"3-6 years",13,"Moderate Activity",23.1,5.9,46.8,3,16,165.22,127,33.60,"Moderate Discount Usage",12.10,21.6,6,3,19.7,13.7,NULL,3156.60,"High Value",2139,1,"Q3"
33,"Early Career (25-34)",Male,UK,Glasgow,2.4,"1-3 years",24,"Moderate Activity",42.7,13.3,27.9,7,17,163.78,176,33.50,"Moderate Discount Usage",12.10,27.4,6,2,58.7,32.4,3,3093.18,"High Value",3226,1,"Q3"
26,"Early Career (25-34)",Female,Japan,Kyoto,2.3,"1-3 years",28,"Top User",34.0,9.0,40.9,6,13,176.41,43,31.90,"Moderate Discount Usage",12.10,26.2,9,4,11.8,24.9,2,2410.17,"Core Value",2559,1,"Q3"
